category,category_id,category_position,tool_id,title,description,tags,download,github,website,icon,tool_position,created_at,updated_at
解析工具,3,0,49,RevokeMsgPatcher,huiyadanli制作的微信/QQ/TIM防撤回补丁工具，36K+ Star,微信防撤回 | QQ防撤回 | 多开,https://github.com/huiyadanli/RevokeMsgPatcher/releases,https://github.com/huiyadanli/RevokeMsgPatcher,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-05-24T17:17:20.055202+08:00,2026-05-24T17:17:20.055202+08:00
解析工具,3,0,50,HackBrowserData,全平台浏览器数据导出解密工具，支持Chrome/Firefox/Edge/360/QQ等,浏览器取证 | 密码提取 | Cookie,https://github.com/moonD4rk/HackBrowserData/releases,https://github.com/moonD4rk/HackBrowserData,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-05-24T17:17:20.05631+08:00,2026-05-24T17:17:20.05631+08:00
解析工具,3,0,51,BrowserGhost,奇安信A-TEAM出品的浏览器密码抓取工具，.NET 2编写无依赖,浏览器取证 | 密码提取 | 内网横向,https://github.com/QAX-A-Team/BrowserGhost,https://github.com/QAX-A-Team/BrowserGhost,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-05-24T17:17:20.057108+08:00,2026-05-24T17:17:20.057108+08:00
解析工具,3,0,52,MobaXterm密码解密,HyperSine出品的MobaXterm保存密码解密工具,密码解密 | MobaXterm | SSH,https://github.com/HyperSine/how-does-MobaXterm-encrypt-password,https://github.com/HyperSine/how-does-MobaXterm-encrypt-password,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-05-24T17:17:20.057788+08:00,2026-05-24T17:17:20.057788+08:00
解析工具,3,0,53,FatSmallTools,tianhe1986写的Navicat数据库连接密码解密PHP脚本,Navicat | 密码解密 | 数据库取证,https://github.com/tianhe1986/FatSmallTools,https://github.com/tianhe1986/FatSmallTools,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-05-24T17:17:20.058455+08:00,2026-05-24T17:17:20.058455+08:00
解析工具,3,0,54,navicat_password_decrypt,Zhuoyuan1用Python写的Navicat密码解密工具，便于集成到自动化脚本,Navicat | 密码解密 | Python,https://github.com/Zhuoyuan1/navicat_password_decrypt,https://github.com/Zhuoyuan1/navicat_password_decrypt,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-05-24T17:17:20.059085+08:00,2026-05-24T17:17:20.059085+08:00
apk分析,37,0,36,apk_analyzer,APK分析工具,apk解析,https://github.com/WXjzcccc/apk_analyzer/releases,https://github.com/WXjzcccc/apk_analyzer,,https://bu.dusays.com/2025/09/18/68cae9c6bb363.jpg,0,2025-09-18T01:22:42.595172+08:00,2025-09-18T01:22:42.595172+08:00
威胁情报平台,38,0,38,奇安信威胁情报中心,奇安信威胁情报中心,,,,https://ti.qianxin.com/,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAACAAAAAgCAYAAABzenr0AAADv0lEQVR4AcWXA5AsQQyGn23btm3btm3btnW2bdu2bdvI60zVrXdvbk5b9S8ayTfd6aS3CfXaa9GU6AiRA1EGUVY9CW07E50gasbpXJ4IGlhqCIEAJ4mgkXQZAbzoTzCHsx8vga3xRLj46XxdAAQjQKmwASvvv4W34rtBTmU56OnMAW/rYQBBTShJKa2C1geMagtQ2URY59SrfyDPpw06E6pA20E4rnYQvEu88fFzsCFLXBmITqpXiX8LePjrCDTfZ1p7gA+SO9AoI1kYToGex9VrB/BeYidjAFSsc0+Ycf0nc4ApV/7UCgBV5NcSjr29wQyg0xFdqKD2vvb6I7+e3inhbTAzmFpb5yytuPcO2h/SrxnApCv/oNC3Va2d53q3habkVEU59YYhZxToA6AcTMfVGsDHeih0PqJDfR9MAC59Pk9OiQY9AEO9mbUG0CWZc/wlCSqfYCxg0srxbgd/FdbBzOs/RANgCnazGAna2nOpCfKqyyHEvr9ARwmu3eHez6PwVWYLV/tvuQ2w9O4HyPTsQNlMde/E6sP2Gdd+QaRjHxYALS27+x6S3bpwOTr1/gqMuSAFz/4e4GrHYG5z0BBGkz50yNk37JwcHH93Hb/XDAC16PYnvjSNDsgq8a2OL4kDS6PJmK652vueVMGqygwA5WQ2lsvg8HOymIr5AMoDm0KxH7dzVLejWnD5yznmAPd/HeUziDHD2aatPQ/6kSedcFmMD6DjYV24/u0UcwDcBpxcQZ4w1KEfZVBSaTXXUmMM3PlxHKZd/c0HgKfi9o8TzAHQACYrzPt41DCiF97+DIluXbkc4aVl9o3vfAD9TqnA2oevINKpNzMAlBGNXCEMAOsE6/7AFODAqzt8qRdzAmebjPJKmHX9h+DS7dIDrIwmMQdodcCYqv9oTJo4akvOPGfAYTrf/OQZ9D6hhndKPgBvq2GYrJgDoHY9f0AZ87MZAhKKa2DIWXmWA1fz0VSgof6SJed0funzObz+1WoLWBInjqscdjysR6tO/JTdRKX5dqRUI0B5bQBa7jeGNI9OkEROAP7O8mov1HEc2XfO312OalMAwXSd4aXz9vcT8I8UKBX1xWCgOwvzABrD9IzlFxOSyCfn/N3/lHIMAtyhe/aD7QcINb7j2SNqzFASBx6WIwSOOfPhMsQ492L93vPi3lMEaEVkXR3A8nvvRO5rgO0grBEoLMECx2Dl/C6zGag6EdDUydd6SNuqf8itiZ4TJQsBwCes1QUF42TUBWlyXA1SD7+++drdYkQ7dP0fTqp9QO0xpvwAAAAASUVORK5CYII=",0,2026-01-02T14:35:07.194705+08:00,2026-01-02T14:35:30.317251+08:00
威胁情报平台,38,0,39,微步在线X情报社区,微步在线X情报社区,,,,https://x.threatbook.com/,https://x.threatbook.com/public/asset/img/favicon.ico?t=1,0,2026-01-02T14:36:34.629053+08:00,2026-01-02T14:36:34.629053+08:00
威胁情报平台,38,0,40,腾讯安全 威胁情报中心,腾讯安全 威胁情报中心,,,,https://tix.qq.com/,https://tix.qq.com/favicon.ico,0,2026-01-02T14:37:27.945746+08:00,2026-01-02T14:37:27.945746+08:00
在线沙箱,39,0,42,国家计算机病毒协同分析平台,基于技术先进的反病毒引擎和恶意代码分析引擎，提供数字文件安全性检测及分析能力，并输出详细的分析结果,沙箱,,,https://virus.cverc.org.cn,https://virus.cverc.org.cn/img/logo/tianjin.png,0,2026-05-24T10:16:57.916675+08:00,2026-05-24T10:16:57.916675+08:00
在线沙箱,39,0,43,微步在线云沙箱,微步云沙箱S 一站式在线文件威胁分析平台高效检测20种大类威胁、1000+木马家族、1000+APT组织综合判定准确率高达99.99% 强大的未知威胁发现能力.,沙箱,,,https://s.threatbook.com/,https://s.threatbook.com/favicon.ico,0,2026-05-24T10:21:21.589977+08:00,2026-05-24T10:21:21.589977+08:00
在线沙箱,39,0,44,奇安信情报沙箱,,沙箱,,,https://sandbox.ti.qianxin.com/sandbox/page,https://sandbox.ti.qianxin.com/static/assets/360.ico,0,2026-05-24T10:22:39.857088+08:00,2026-05-24T10:22:39.857088+08:00
在线沙箱,39,0,152,360沙箱云,360安全出品的在线恶意文件分析沙箱，支持PE/APK/文档等多格式动态行为分析,沙箱 | 360 | 动态分析 | 恶意文件 | 国产,,,https://ata.360.net/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/360沙箱云.png?no-wait=on,0,2026-05-24T19:46:39.720068+08:00,2026-05-24T19:46:39.720068+08:00
在线沙箱,39,0,153,魔盾安全分析,魔盾安全出品的在线恶意软件分析平台，支持静态+动态分析，提供详细行为报告,沙箱 | 恶意软件 | 静态分析 | 动态分析 | 国产,,,https://www.maldun.com/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/魔盾安全分析.png?no-wait=on,0,2026-05-24T19:46:39.721516+08:00,2026-05-24T19:46:39.721516+08:00
网络取证,40,0,45,CTF-NetA,专为CTF比赛设计的网络流量分析工具，带GUI界面，支持20+种协议自动分析,流量分析 | CTF | PCAP | USB还原,https://github.com/Arinue/CTF-NetA/releases,https://github.com/Arinue/CTF-NetA,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-05-24T17:17:20.050805+08:00,2026-05-24T17:17:20.050805+08:00
网络取证,40,0,63,NetworkMiner,开源网络流量取证工具，可从PCAP文件中提取文件、图片、邮件、密码等各类数字证据，支持实时嗅探和离线分析,网络取证 | PCAP | 流量分析 | 文件提取,,,https://www.netresec.com/?page=NetworkMiner,https://didctf-file.s3.bitiful.net/didctf-tools-ico/NetworkMiner_logo_313x313.png?no-wait=on,0,2026-05-24T17:50:15.164189+08:00,2026-05-24T17:50:15.164189+08:00
网络取证,40,0,139,Arkime,原Moloch，大规模全流量抓包索引与搜索系统，支持PB级PCAP存储和快速检索，2024活跃,全流量 | PCAP | 大规模 | 索引搜索 | Moloch,,https://github.com/arkime/arkime,https://arkime.com/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Arkime.png?no-wait=on,0,2026-05-24T19:09:24.090817+08:00,2026-05-24T19:09:24.090817+08:00
手机取证,41,0,46,WeChat-Dump-Auto,Laster-dev出品的微信全自动取证工具，一键自动查找数据库密钥导出聊天记录,微信取证 | 数据库解密 | key提取,https://github.com/Laster-dev/WeChat-Dump-Auto/releases,https://github.com/Laster-dev/WeChat-Dump-Auto,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-05-24T17:17:20.052679+08:00,2026-05-24T17:17:20.052679+08:00
手机取证,41,0,47,PyWxDump,xaoyaoo开发的微信数据库解密与聊天记录导出工具，支持PC端微信全版本,微信取证 | 数据库解密 | 聊天记录导出,https://github.com/xaoyaoo/PyWxDump/releases,https://github.com/xaoyaoo/PyWxDump,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-05-24T17:17:20.053499+08:00,2026-05-24T17:17:20.053499+08:00
手机取证,41,0,48,wechatDataBackup,基于Wails+React开发的PC微信聊天记录一键备份工具，界面与微信高度相似,微信取证 | 聊天备份 | 数据导出,https://github.com/git-jiadong/wechatDataBackup/releases,https://github.com/git-jiadong/wechatDataBackup,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-05-24T17:17:20.054345+08:00,2026-05-24T17:17:20.054345+08:00
手机取证,41,0,55,wechat-backup,greycodee用Go写的Android微信聊天记录备份工具，需Root手机,微信取证 | Android | 数据库解密,https://github.com/greycodee/wechat-backup,https://github.com/greycodee/wechat-backup,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-05-24T17:17:20.059696+08:00,2026-05-24T17:17:20.059696+08:00
手机取证,41,0,56,wechat-decrypt,ylytdeng出品的微信数据库一键解密工具，自带MCP服务可喂给AI分析,微信取证 | 数据库解密 | MCP,https://github.com/ylytdeng/wechat-decrypt,https://github.com/ylytdeng/wechat-decrypt,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-05-24T17:17:20.060314+08:00,2026-05-24T17:17:20.060314+08:00
手机取证,41,0,57,wechat_backup-Python,wwxiaoqi写的微信聊天记录Python备份工具，通过模拟操作PC微信客户端自动化,微信取证 | 聊天备份 | Python,https://github.com/wwxiaoqi/wechat_backup,https://github.com/wwxiaoqi/wechat_backup,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-05-24T17:17:20.06094+08:00,2026-05-24T17:17:20.06094+08:00
手机取证,41,0,59,wechat-dump,Android微信聊天记录导出工具，需Root权限+ADB连接，以HTML格式呈现完整聊天记录,微信取证 | Android | HTML导出,https://github.com/ppwwyyxx/wechat-dump,https://github.com/ppwwyyxx/wechat-dump,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-05-24T17:17:20.062975+08:00,2026-05-24T17:17:20.062975+08:00
手机取证,41,0,60,Chrome-Forensic-CVE-2024-0044,基于CVE-2024-0044漏洞实现的Android Chrome浏览器取证工具，无需Root,浏览器取证 | Android | 漏洞利用,,https://github.com/JackTekno/Chrome-Forensic_CVE-2024-0044,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-05-24T17:17:20.063633+08:00,2026-05-24T17:17:20.063633+08:00
手机取证,41,0,167,ForensiFlow,ForensiFlow 是一个基于视觉语言模型（Vision-Language Model）的智能移动端应用自动化取证框架。该项目集成了计算机视觉、自然语言处理和移动设备自动化控制，目标是形成“案件规划 → 任务执行 → 经验复用 / 新任务探索 → 脚本沉淀”的闭环。,智能移动端取证,,https://github.com/ForensIntell/ForensiFlow,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-06-10T21:53:18.307553+08:00,2026-06-10T21:53:39.877315+08:00
加解密工具,42,0,58,EnMicroMsg.db-Password-Cracker,chg-hou出品的Android微信数据库密码破解工具，支持CPU/GPU暴力破解,微信取证 | 密码破解 | SQLCipher,https://github.com/chg-hou/EnMicroMsg.db-Password-Cracker,https://github.com/chg-hou/EnMicroMsg.db-Password-Cracker,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-05-24T17:17:20.062231+08:00,2026-05-24T17:17:20.062231+08:00
综合取证平台,43,0,61,Autopsy,基于Sleuth Kit构建的开源数字取证平台，提供图形化界面，支持文件系统分析、数据恢复、关键词搜索、时间线生成，广泛用于执法和企业调查,数字取证 | 磁盘分析 | 数据恢复,,https://github.com/sleuthkit/autopsy,https://www.autopsy.com/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/autopsy-touch-icon.webp?no-wait=on,0,2026-05-24T17:50:15.161464+08:00,2026-05-24T17:50:15.161464+08:00
数据提取,44,0,62,bulk_extractor,高速数字取证扫描工具，不依赖文件系统结构即可从磁盘镜像、文件、目录中提取电子邮件地址、信用卡号、URL、GPS坐标等结构化信息,数据提取 | 磁盘扫描 | 特征提取,,https://github.com/simsong/bulk_extractor,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-05-24T17:50:15.163208+08:00,2026-05-24T17:50:15.163208+08:00
镜像工具,45,0,64,FTK Imager,AccessData出品的免费取证镜像工具，支持创建E01/DD等多种格式的磁盘镜像和内存镜像，可挂载镜像、预览文件、计算哈希,磁盘镜像 | 内存镜像 | E01 | 哈希校验,,,https://www.exterro.com/ftk-imager,https://didctf-file.s3.bitiful.net/didctf-tools-ico/FTK%20ImagerChs_icon.png?no-wait=on,0,2026-05-24T17:50:15.165744+08:00,2026-05-24T17:50:15.165744+08:00
镜像工具,45,0,80,Arsenal Image Mounter,"Arsenal Recon开发的专业磁盘镜像挂载工具，通过虚拟SCSI适配器将E01/VHD/RAW等镜像挂载为Windows""真实""物理磁盘，支持BitLocker解密和卷影副本",镜像挂载 | 磁盘取证 | 卷影副本 | BitLocker,,https://github.com/ArsenalRecon/Arsenal-Image-Mounter,https://arsenalrecon.com/downloads,https://didctf-file.s3.bitiful.net/didctf-tools-ico/aim-icon.png?no-wait=on,0,2026-05-24T17:50:15.185599+08:00,2026-05-24T17:50:15.185599+08:00
数据处理,46,0,68,CyberChef,"GCHQ开发的浏览器端""瑞士军刀""，支持400+种操作：编码解码、加密解密、哈希、压缩、格式转换等，数据分析必备",编码解码 | 加密解密 | 数据处理 | Web工具,,https://github.com/gchq/CyberChef,https://gchq.github.io/CyberChef/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/CYBERCHEF.ico?no-wait=on,0,2026-05-24T17:50:15.169989+08:00,2026-05-24T17:50:15.169989+08:00
固件分析,47,0,69,Binwalk,固件分析利器，搜索二进制镜像中的嵌入文件和代码，支持50+种文件系统和压缩算法自动提取，逆向工程必备,固件分析 | 文件提取 | 逆向工程 | 嵌入式,,https://github.com/ReFirmLabs/binwalk,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Binwalk.png?no-wait=on,0,2026-05-24T17:50:15.171365+08:00,2026-05-24T17:50:15.171365+08:00
数据恢复,48,0,70,TestDisk & PhotoRec,经典开源数据恢复组合：TestDisk恢复丢失分区/修复文件系统；PhotoRec恢复已删除文件，支持480+文件格式,数据恢复 | 分区修复 | 文件恢复,,https://github.com/cgsecurity/testdisk,https://www.cgsecurity.org/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/50px-Testdisklogo_clear_100.png?no-wait=on,0,2026-05-24T17:50:15.172716+08:00,2026-05-24T17:50:15.172716+08:00
数据恢复,48,0,92,Foremost,基于文件头部、尾部和内部数据结构的数据恢复与文件雕刻工具，最初由美国空军特别调查办公室开发,文件雕刻 | 数据恢复 | 磁盘取证 | 命令行,,https://github.com/korczis/foremost,http://foremost.sourceforge.net/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Foremost.png?no-wait=on,0,2026-05-24T18:48:35.299738+08:00,2026-05-24T18:48:35.299738+08:00
数据恢复,48,0,93,Scalpel,高性能文件雕刻工具，基于Foremost改进，支持多线程和异步I/O，可从磁盘镜像中恢复已删除文件,文件雕刻 | 多线程 | 数据恢复 | 高性能,,https://github.com/sleuthkit/scalpel,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Scalpel.png?no-wait=on,0,2026-05-24T18:48:35.300363+08:00,2026-05-24T18:48:35.300363+08:00
元数据分析,49,0,71,ExifTool,最强大的元数据读写工具，支持数百种文件格式的EXIF/IPTC/XMP等元信息提取、编辑与批量处理,元数据 | EXIF | 文件分析 | 批量处理,,https://github.com/exiftool/exiftool,https://exiftool.org/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/ExifTool_logo.svg?no-wait=on,0,2026-05-24T17:50:15.174023+08:00,2026-05-24T17:50:15.174023+08:00
图像取证,50,0,72,Sherloq,Guido Bartoli开发的开源数字图像取证工具集，集成多种分析算法，可检测图像篡改、伪造，提取元数据和文件头信息,图像取证 | 篡改检测 | 元数据 | ELA分析,,https://github.com/GuidoBartoli/sherloq,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/sherloq.png?no-wait=on,0,2026-05-24T17:50:15.175908+08:00,2026-05-24T17:50:15.175908+08:00
恶意软件分析,51,0,73,YARA,VirusTotal出品的恶意软件模式匹配引擎，通过编写文本/二进制规则识别和分类恶意软件家族，威胁情报核心工具,恶意软件检测 | 规则匹配 | 模式识别 | 威胁情报,,https://github.com/VirusTotal/yara,https://virustotal.github.io/yara/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-05-24T17:50:15.177347+08:00,2026-05-24T17:50:15.177347+08:00
恶意软件分析,51,0,79,capa,Mandiant(Google)开发的程序能力自动识别工具，通过分析可执行文件识别其具备的恶意能力（通信/持久化/数据窃取等）,恶意软件分析 | 能力检测 | 逆向工程 | FLARE,,https://github.com/mandiant/capa,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/capa.png?no-wait=on,0,2026-05-24T17:50:15.184908+08:00,2026-05-24T17:50:15.184908+08:00
恶意软件分析,51,0,117,CAPEv2,基于Cuckoo重构的开源恶意软件自动化分析沙箱，专注配置提取与Payload解密，2024-2025非常活跃,沙箱 | 恶意软件 | 配置提取 | 自动化 | Python,,https://github.com/kevoreilly/CAPEv2,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/CAPEv2.png?no-wait=on,0,2026-05-24T19:09:24.070502+08:00,2026-05-24T19:09:24.070502+08:00
恶意软件分析,51,0,122,pestudio,免费PE可执行文件静态分析工具，集成VirusTotal检测、导入表分析和可疑指标自动识别，持续更新中,PE分析 | 静态分析 | VirusTotal | 免费 | Windows,,,https://www.winitor.com/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/pestudio.png?no-wait=on,0,2026-05-24T19:09:24.075977+08:00,2026-05-24T19:09:24.075977+08:00
恶意软件分析,51,0,132,Noriben,基于Procmon的Python恶意软件行为分析辅助工具，自动记录和过滤系统行为变化,行为分析 | Procmon | 沙箱辅助 | Python | 自动化,,https://github.com/Rurik/Noriben,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Noriben.png?no-wait=on,0,2026-05-24T19:09:24.084164+08:00,2026-05-24T19:09:24.084164+08:00
文档取证,52,0,74,oletools,Python工具包，分析Microsoft OLE2/Office文档，提取VBA宏代码，检测恶意宏、DDE攻击、XLM宏，文档取证核心工具,Office取证 | 宏分析 | VBA | 恶意文档,,https://github.com/decalage2/oletools,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/github-svgrepo-com.svg,0,2026-05-24T17:50:15.178655+08:00,2026-05-24T17:50:15.178655+08:00
文档取证,52,0,123,Didier Stevens Suite,PDF/Office恶意文档分析工具集，含pdfid、pdf-parser、oledump等，2024-2025持续更新,PDF分析 | Office | 恶意文档 | oledump | Python,,https://github.com/DidierStevens/DidierStevensSuite,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Didier_Stevens_Suite.png?no-wait=on,0,2026-05-24T19:09:24.076708+08:00,2026-05-24T19:09:24.076708+08:00
时间线取证,53,0,75,Plaso,超级时间线生成工具，自动从200+数据源（文件系统、注册表、日志等）提取时间戳，构建统一事件序列，事件重建利器,时间线分析 | 日志分析 | 事件重建 | 超级时间线,,https://github.com/log2timeline/plaso,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Plaso.png?no-wait=on,0,2026-05-24T17:50:15.180009+08:00,2026-05-24T17:50:15.180009+08:00
文件分析,54,0,76,PE-bear,hasherezade开发的跨平台PE文件逆向分析工具，GUI友好，支持反汇编（集成capstone）、签名识别、加壳检测,PE分析 | 逆向工程 | 恶意软件分析 | 加壳检测,,https://github.com/hasherezade/pe-bear,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/pebear_ico.png?no-wait=on,0,2026-05-24T17:50:15.181377+08:00,2026-05-24T17:50:15.181377+08:00
隐写取证,55,0,77,Steghide,经典隐写术工具，可将数据隐藏在JPEG/BMP/WAV/AU等图像音频文件中，嵌入数据对一阶统计测试具有抗性,隐写术 | 数据隐藏 | 图像隐写 | 音频隐写,,https://github.com/StefanoDeVuono/steghide,,https://didctf-file.s3.bitiful.net/didctf-tools-ico/Steghide.png?no-wait=on,0,2026-05-24T17:50:15.182667+08:00,2026-05-24T17:50:15.182667+08:00
取证平台,56,0,78,SIFT Workstation,SANS出品的一站式开源取证工作站（基于Ubuntu的VM），预装200+取证工具，涵盖磁盘/内存/网络/文件分析全流程,取证工作站 | 综合工具集 | 虚拟机 | Ubuntu,,https://github.com/teamdfir/sift,https://www.sans.org/tools/sift-workstation/,https://didctf-file.s3.bitiful.net/didctf-tools-ico/sift.ico?no-wait=on,0,2026-05-24T17:50:15.184213+08:00,2026-05-24T17:50:15.184213+08:00
